introgression_tract,overlapping_gene,gene_name,overlapping_bases,gene_length,percent_introgressed,gene_coordinates,gene_info
NW-022145595.1:20701885-20744473,LOC100891134,tripartite motif-containing protein 45,11300,6283,55.60176991150443,NW_022145595.1:20696868-20708168, SPU_014374|Sp-Hypp_752|hypothetical protein-752 Manually curated
NW-022145595.1:20701885-20744473,LOC115921720,glutathione peroxidase-like,5209,5209,100.0,NW_022145595.1:20712442-20717651, SPU_014373|Sp-Gpx1 Manually curated
NW-022145595.1:20701885-20744473,LOC576349,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase,32489,15759,48.50564806549909,NW_022145595.1:20728714-20761203, SPU_018353|Sp-Papss_1 Manually curated
NW-022145603.1:33165604-33207940,LOC589459,uncharacterized LOC589459,68487,39257,57.320367368989736,NW_022145603.1:33136374-33204861, Sp-Agbl2/3_3| ATP/GTP binding protein-like 2/3-like |hypothetical protein 18|Sp-Hypp18|ATP/GTP binding protein-like|SPU_006662|SPU_021742 Manually curated
NW-022145606.1:49355338-49397657,LOC105438428,uncharacterized LOC105438428,15877,15185,95.64149398500976,NW_022145606.1:49382472-49398349, Manually curated
NW-022145607.1:10498070-10540305,LOC115928163,putative nuclease HARBI1,2993,2993,100.0,NW_022145607.1:10520858-10523851, Manually curated
NW-022145607.1:10498070-10540305,LOC105440164,uncharacterized LOC105440164,4008,4008,100.0,NW_022145607.1:10524249-10528257, SPU_023437 Manually curated
NW-022145607.1:10498070-10540305,LOC115927855,toll-like receptor 3,2357,482,20.44972422571065,NW_022145607.1:10539823-10542180, Manually curated
NW-022145606.1:18558553-18600469,LOC105442794,uncharacterized LOC105442794,6853,846,12.344958412374142,NW_022145606.1:18552546-18559399," ankyrin2,3/unc44-259 |Sp-Unc44_259|SPU_027027 Manually curated"
NW-022145606.1:18558553-18600469,LOC574876,ankyrin repeat domain-containing protein 50-like,3491,3491,100.0,NW_022145606.1:18590821-18594312, Manually curated
NW-022145603.1:14578743-14620509,LOC583243,uncharacterized LOC583243,28772,28427,98.80091755873767,NW_022145603.1:14592082-14620854, Sp-Srcr124|SPU_015325 Manually curated
NW-022145603.1:13963480-14004998,LOC105438664,uncharacterized LOC105438664,17598,17598,100.0,NW_022145603.1:13969001-13986599, Manually curated
NW-022145603.1:13963480-14004998,LOC115925441,extensin-like,6464,6464,100.0,NW_022145603.1:13986460-13992924, SPU_006875 Manually curated
NW-022145603.1:34211202-34252700,LOC115925290,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,1661,1661,100.0,NW_022145603.1:34226143-34227804," ankyrin2,3/unc44-299 |Sp-Unc44_299|SPU_011817 Manually curated"
NW-022145603.1:34211202-34252700,LOC593126,api5,51912,8069,15.543612266913238,NW_022145603.1:34167359-34219271,"['apoptosis inhibitor 5', ' Sp-Aif_1| Sp-Api5 |SPU_011815|apoptosis inhibitory factor|LOC593126 Manually curated']"
NW-022145610.1:30636807-30678212,LOC100893129,V-type proton ATPase 116 kDa subunit a,64924,41405,63.77456718624853,NW_022145610.1:30615596-30680520, Sp-Atp6v0a1|SPU_001860|V-ATPase 116-kDa|Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit|Vacuolar proton pump subunit 1|Vacuolar adenosine triphosphatase subunit Ac116|Vacuolar proton translocating ATPase 116 kDa subunit a Manually curated
NW-022145605.1:12733794-12774965,LOC115926667,uncharacterized LOC115926667,6233,6233,100.0,NW_022145605.1:12739367-12745600, Sp-Nlr147|SPU_025600|NACHT and LRR containing protein|SPU_017853 Manually curated
NW-022145605.1:12733794-12774965,LOC575712,tada2a,18635,577,3.0963241212771666,NW_022145605.1:12715736-12734371,"['transcriptional adaptor 2A', ' LOC575712|Sp-Tada2l_1|SPU_024644|transcriptional adaptor 2-like|Sp-Tada2l|SPU_024643|Sp-Tada2a|transcriptional adaptor 2A|transcriptional adapter 2-alpha|LOC110989052 Manually curated']"
NW-022145605.1:12733794-12774965,LOC105440641,"NACHT, LRR and PYD domains-containing protein 3-like",16176,10265,63.4582096933729,NW_022145605.1:12764700-12780876, Sp-Nlr100|SPU_021844|NACHT and LRR containing protein Manually curated
NW-022145606.1:36892501-36933365,LOC105447459,probable serine/threonine-protein kinase pats1,17259,5922,34.312532591691294,NW_022145606.1:36881164-36898423, Sp-Hypp_1932|SPU_010668|hypothetical protein-1932|SPU_028799|SPU_000332 Manually curated
NW-022145598.1:28833390-28874191,LOC578156,hyalin,60955,36302,59.55540972848823,NW_022145598.1:28808737-28869692, SPU_022308|Sp-HyalinL|SPU_003362|egg binding receptor/hyalinl Manually curated
NW-022145606.1:14054849-14095596,LOC579631,ankyrin repeat domain-containing protein 50-like,924,159,17.20779220779221,NW_022145606.1:14054084-14055008, Manually curated
NW-022145606.1:14054849-14095596,LOC579693,integrator complex subunit 11,22737,22737,100.0,NW_022145606.1:14064879-14087616, SPU_006328 Manually curated
NW-022145606.1:14054849-14095596,LOC575684,a1cf,29220,5282,18.076659822039698,NW_022145606.1:14090314-14119534,"['APOBEC1 complementation factor', ' Sp-Apobec1|SPU_011837|LOC575684 Manually curated']"
NW-022145609.1:26965416-27005952,LOC115928552,uncharacterized LOC115928552,5458,5458,100.0,NW_022145609.1:26991352-26996810, Manually curated
NW-022145609.1:26965416-27005952,LOC577025,receptor-type tyrosine-protein phosphatase S,10418,9378,90.01727778844308,NW_022145609.1:26964376-26974794, Manually curated
NW-022145609.1:26965416-27005952,LOC762385,mtrex,25404,98,0.3857660210990395,NW_022145609.1:27005854-27031258,"['Mtr4 exosome RNA helicase', ' Sp-Kiaa0052|Sp-Kiaa0052_1|Sp-Skiv2l2|LOC762385|SPU_027567|SPU_009441|SPU_015460|exosome RNA helicase MTR4|LOC110980177 Manually curated']"
NW-022145598.1:33651115-33691584,LOC100893417,uncharacterized LOC100893417,15403,1109,7.199896124131663,NW_022145598.1:33636821-33652224, Manually curated
NW-022145598.1:33651115-33691584,LOC105443883,uncharacterized LOC105443883,6621,6621,100.0,NW_022145598.1:33681852-33688473, Sp-Hypp_2765|SPU_025066|hypothetical protein-2765 Manually curated
NW-022145611.1:13996115-14036549,LOC580305,prothymosin alpha-A,3951,3951,100.0,NW_022145611.1:13998734-14002685, SPU_012088 Manually curated
NW-022145611.1:13996115-14036549,LOC115918070,tmem251,411,411,100.0,NW_022145611.1:14003590-14004001,"['transmembrane protein 251', ' SPU_012090|LOC115918070|transmembrane protein 251-A-like|LOC110979291 Manually curated']"
NW-022145611.1:13996115-14036549,LOC580482,tmem251,18966,18966,100.0,NW_022145611.1:14007223-14026189,"['transmembrane protein 251', ' SPU_012090|LOC115918070|transmembrane protein 251-A-like|LOC110979291 Manually curated']"
NW-022145609.1:8785288-8825686,LOC115918988,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like",12129,9401,77.50845082034793,NW_022145609.1:8782560-8794689," Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial precursor | Somatic-type succinyl CoA:3-oxoacid CoA-transferase | Scot-S |Sp-Oxct1|SPU_005203 Manually curated"
NW-022145609.1:8785288-8825686,LOC100893490,histone acetyltransferase KAT6B,16054,14779,92.05805406752211,NW_022145609.1:8810907-8826961, Sp-Samd1L|SPU_004942|sterile alpha motif domain containing 1-like Manually curated
NW-022145606.1:34960491-35000760,LOC105446828,uncharacterized LOC105446828,4045,67,1.6563658838071693,NW_022145606.1:34956513-34960558, Sp-Nlr193|Sp-Nlr127|Sp-Nlr131|Sp-Nlr136|Sp-Nlr137|Sp-Nlr3|Sp-Nlr176_1|Sp-Nlr133|SPU_003247|SPU_003539|SPU_022001|SPU_003797|SPU_017505|SPU_009659|SPU_013038|SPU_026320 Manually curated
NW-022145606.1:34960491-35000760,LOC105446679,uncharacterized LOC105446679,1931,1931,100.0,NW_022145606.1:34973350-34975281, Manually curated
NW-022145598.1:35560846-35601112,LOC105445434,CUB and zona pellucida-like domain-containing protein 1,6870,6870,100.0,NW_022145598.1:35571399-35578269, SPU_003565 Manually curated
NW-022145598.1:35560846-35601112,LOC115923342,alpha-N-acetylgalactosamine-specific lectin-like,1755,1755,100.0,NW_022145598.1:35580715-35582470, Manually curated
NW-022145598.1:35560846-35601112,LOC115923296,alpha-N-acetylgalactosamine-specific lectin-like,945,945,100.0,NW_022145598.1:35594356-35595301, Manually curated
NW-022145598.1:35560846-35601112,LOC594795,uncharacterized LOC594795,33038,377,1.1411102366971366,NW_022145598.1:35600735-35633773, SPU_021582 Manually curated
NW-022145594.1:24821925-24861940,LOC105442601,uncharacterized LOC105442601,873,873,100.0,NW_022145594.1:24822241-24823114, SPU_011076|Sp-JamL1 Manually curated
NW-022145602.1:5706631-5746615,LOC105440515,netrin receptor UNC5B-a-like,2618,2618,100.0,NW_022145602.1:5728362-5730980, SPU_010477 Manually curated
NW-022145602.1:5706631-5746615,LOC105440377,uncharacterized LOC105440377,25098,12158,48.442106940792094,NW_022145602.1:5734457-5759555, Manually curated
NW-022145597.1:319458-359423,LOC590135,G-protein coupled receptor GRL101-like,2141,2141,100.0,NW_022145597.1:353214-355355, SPU_015464|Gpcr_11|SPU_024157|Sp-Rxfp2_5|relaxin/insulin-like family peptide receptor 2-5|Sp-Lrr/Gpcr_8|SPU_010561 Manually curated
NW-022145597.1:319458-359423,LOC105437559,slit homolog 2 protein-like,15808,15808,100.0,NW_022145597.1:325958-341766, SPU_024156|Sp-Lrrc15L Manually curated
NW-022145609.1:6634455-6674105,LOC105437314,angiopoietin-1 receptor-like,13952,13205,94.64592889908256,NW_022145609.1:6633708-6647660, Sp-Endrvt56|SPU_001429|endonuclease-reverse transcriptase-56 Manually curated
NW-022145609.1:6634455-6674105,LOC115928778,ephrin type-A receptor 8-like,3386,3386,100.0,NW_022145609.1:6648829-6652215, Sp-Fn3_12|SPU_000748 Manually curated
NW-022145607.1:41476929-41516565,LOC115918926,tubulin alpha-3 chain-like,8345,4570,54.76333133612942,NW_022145607.1:41473154-41481499, Manually curated
NW-022145607.1:41476929-41516565,LOC752772,tubulin alpha-3 chain-like,4758,4758,100.0,NW_022145607.1:41487292-41492050, Manually curated
NW-022145607.1:41476929-41516565,LOC584864,sodium/myo-inositol cotransporter 2-like,21726,18583,85.53346221117555,NW_022145607.1:41497982-41519708, Sp-Slc5a2|SPU_003667|Na(+)/glucose cotransporter 2|Low affinity sodium-glucose cotransporter|Sodium/glucose cotransporter 2 Manually curated
NW-022145598.1:10609710-10648686,LOC753104,uncharacterized LOC753104,2670,2670,100.0,NW_022145598.1:10637226-10639896, Manually curated
NW-022145598.1:10609710-10648686,LOC105443094,uncharacterized LOC105443094,7257,329,4.533553810114372,NW_022145598.1:10648357-10655614, Manually curated
NW-022145598.1:10609710-10648686,LOC762884,proton-coupled folate transporter,37434,16229,43.353635732222045,NW_022145598.1:10588505-10625939, SPU_011139|SPU_011140|SPU_017264 Manually curated
NW-022145599.1:20337206-20376092,LOC105442140,nucleolar and coiled-body phosphoprotein 1-like,19661,2567,13.056304358883066,NW_022145599.1:20320112-20339773, SPU_008591 Manually curated
NW-022145599.1:20337206-20376092,LOC115923805,uncharacterized LOC115923805,4115,4115,100.0,NW_022145599.1:20345113-20349228, Manually curated
NW-022145605.1:24456624-24495424,LOC115926435,UDP-glucuronosyltransferase 2B17-like,2066,2066,100.0,NW_022145605.1:24469133-24471199, Manually curated
NW-022145605.1:24456624-24495424,LOC105444322,UDP-glucuronosyltransferase 2B31-like,1732,1732,100.0,NW_022145605.1:24487622-24489354, SPU_013708 Manually curated
NW-022145605.1:24456624-24495424,LOC115926437,tripartite motif-containing protein 2-like,1833,549,29.950900163666123,NW_022145605.1:24494875-24496708, Manually curated
NW-022145605.1:24456624-24495424,LOC115926436,tripartite motif-containing protein 59-like,1833,1833,100.0,NW_022145605.1:24476472-24478305, Manually curated
NW-022145611.1:32882916-32921571,LOC105444705,uncharacterized LOC105444705,4443,4443,100.0,NW_022145611.1:32894026-32898469, Manually curated
NW-022145599.1:18762577-18801078,LOC589018,serine protease 52-like,10006,10006,100.0,NW_022145599.1:18779578-18789584, Manually curated
NW-022145599.1:18762577-18801078,LOC586328,serine protease 33-like,18484,6546,35.41441246483445,NW_022145599.1:18794532-18813016, SPU_019928 Manually curated
NW-022145599.1:18762577-18801078,LOC100889101,heparan sulfate glucosamine 3-O-sulfotransferase 1,33029,5500,16.652033061854734,NW_022145599.1:18735048-18768077, Sp-Hs3st2L|SPU_001316|glucosamine|3-O-sulfotransferase 2-like|heparan sulfate Manually curated
NW-022145609.1:11469150-11507606,LOC115917892,uncharacterized LOC115917892,14735,7684,52.147947064811675,NW_022145609.1:11462099-11476834, Manually curated
NW-022145609.1:11469150-11507606,LOC579360,cubilin,17719,17719,100.0,NW_022145609.1:11481007-11498726, SPU_001894 Manually curated
NW-022145609.1:11469150-11507606,LOC105440233,uncharacterized LOC105440233,46424,8531,18.376270894364986,NW_022145609.1:11499075-11545499, Sp-Clect/Fn3|SPU_001893|Sp-Clect/Fn3_19|SPU_010216 Manually curated
NW-022145607.1:21822348-21860689,LOC105447246,betaine--homocysteine S-methyltransferase 1-like,7021,123,1.7518871955561885,NW_022145607.1:21815450-21822471, Manually curated
NW-022145607.1:21822348-21860689,LOC592537,macoilin,21221,21221,100.0,NW_022145607.1:21832973-21854194, Sp-Tmem57|SPU_028461|transmembrane protein 57|Sp-Tmem57_1 Manually curated
NW-022145605.1:40121138-40159456,LOC578661,lactadherin,26072,23982,91.98373734274318,NW_022145605.1:40119048-40145120, SPU_011440|Sp-Echn|SPU_000175|Echinonectin Manually curated
NW-022145601.1:3424449-3462585,LOC115924809,lactadherin-like,27488,13925,50.658469150174625,NW_022145601.1:3448660-3476148, Manually curated
NW-022145595.1:23929094-23967016,LOC588349,glyoxylate reductase/hydroxypyruvate reductase,10079,10079,100.0,NW_022145595.1:23933273-23943352, Sp-Grhpr|Glyoxylate reductase/hydroxypyruvate reductase|SPU_022924 Manually curated
NW-022145595.1:23929094-23967016,LOC105438914,glyoxylate reductase/hydroxypyruvate reductase-like,22057,4472,20.274742712064196,NW_022145595.1:23962544-23984601, SPU_003616|Sp-Grhpr_1|Glyoxylate reductase/hydroxypyruvate reductase Manually curated
NW-022145607.1:35386482-35424369,LOC100891627,52 kDa repressor of the inhibitor of the protein kinase-like,3230,3230,100.0,NW_022145607.1:35416582-35419812, SPU_010183|SPU_027425 Manually curated
NW-022145607.1:35386482-35424369,LOC594750,trappc10,43262,12450,28.778142480699,NW_022145607.1:35355670-35398932,"['trafficking protein particle complex 10', ' Sp-Trappc10L|trafficking protein particle complex 10|Sp-Trappc10|pol polyprotein like-196|Sp-PppL_196|trafficking protein particle complex 10-1|Sp-Trappc10_1|SPU_014518|SPU_012652|SPU_014910|SPU_009863|SPU_009864|SPU_016875|trafficking protein particle complex 10-like|LOC594750|trafficking protein particle complex subunit 10|LOC110984635 Manually curated']"
NW-022145605.1:31785388-31823180,LOC594618,GATOR complex protein DEPDC5,29773,14004,47.03590501461055,NW_022145605.1:31769619-31799392, Sp-Depdc5-4|SPU_004617|DEP domain containing 5-4 Manually curated
NW-022145615.1:12877558-12915287,LOC105442923,uncharacterized LOC105442923,1709,1472,86.13224107665302,NW_022145615.1:12877321-12879030, Manually curated
NW-022145615.1:12877558-12915287,LOC577701,ubiquilin-1,29129,25848,88.73631089292458,NW_022145615.1:12889439-12918568, Manually curated
NW-022145607.1:36211889-36249559,LOC105446449,uncharacterized LOC105446449,2152,867,40.28810408921933,NW_022145607.1:36210604-36212756, Manually curated
NW-022145607.1:36211889-36249559,LOC590229,LINE-1 reverse transcriptase homolog,1984,1984,100.0,NW_022145607.1:36212804-36214788, Manually curated
NW-022145607.1:36211889-36249559,LOC115928055,uncharacterized LOC115928055,6506,6506,100.0,NW_022145607.1:36226379-36232885, Manually curated
NW-022145607.1:36211889-36249559,LOC105438928,monocarboxylate transporter 7-like,10028,6559,65.4068607897886,NW_022145607.1:36243000-36253028," Sp-Slc16a6_5| solute carrier family 16, member 6|SPU_025751 Manually curated"
NW-022145606.1:4759561-4797189,LOC587953,dynamin-binding protein,56937,35627,62.572668036601854,NW_022145606.1:4738251-4795188, Sp-Sh3d19L_1|SH3 Domain protein 19 Like|SPU_020243 Manually curated
NW-022145606.1:22113856-22151457,LOC105444216,uncharacterized LOC105444216,24902,2242,9.003292908200144,NW_022145606.1:22091196-22116098, Manually curated
NW-022145606.1:22113856-22151457,LOC115927639,mucin-20-like,21787,21787,100.0,NW_022145606.1:22128727-22150514, Manually curated
NW-022145594.1:30132079-30169559,LOC115921484,"histone H2B.2, embryonic-like",293,293,100.0,NW_022145594.1:30133486-30133779, SPU_028433|Sp-Nlr129 Manually curated
NW-022145594.1:30132079-30169559,LOC752076,heat shock 70 kDa protein IV-like,3265,3265,100.0,NW_022145594.1:30139680-30142945, SPU_010672|Sp-Hsp8|SPU_013289|Sp-Hsp701F Manually curated
NW-022145594.1:30132079-30169559,LOC753117,ift57,10836,6324,58.3610188261351,NW_022145594.1:30163235-30174071,"['intraflagellar transport 57', ' Sp-Ift57| intraflagellar transport protein 57 | estrogen-related receptor beta like 1 |Esrrbl1|intraflagellar transport 57|LOC753117 Manually curated']"
NW-022145613.1:14463130-14500497,LOC593059,msh6,52432,37367,71.26754653646627,NW_022145613.1:14459091-14511523,"['mutS homolog 6', ' LOC593059|MSH6 protein|Sp-Gtmbp|Sp-Msh6_1|Gtmbp|GTBP|G/T mismatch binding protein|MutS-alpha 160 kDa subunit|Sp-Msh6|SPU_028261|SPU_019419|SPU_012960|SPU_015322|SPU_011747|DNA mismatch repair protein MSH6|LOC110987988 Manually curated']"
NW-022145605.1:593527-630817,LOC588932,synrg,30030,14305,47.63569763569764,NW_022145605.1:616512-646542,"['synergin gamma', ' Sp-Ap1gbp1L|SPU_019119|AP1 gamma subunit binding protein 1-like|LOC588932|LOC110985434 Manually curated']"
NW-022145603.1:2709146-2746404,LOC105447492,dnajc24,6278,6143,97.84963364128704,NW_022145603.1:2709011-2715289,"['DnaJ heat shock protein family (Hsp40) member C24', ' LOC105447492|dnaJ homolog subfamily C member 24-like Manually curated']"
NW-022145606.1:46176516-46213772,LOC115927750,tripartite motif containing 13-like,2462,155,6.295694557270512,NW_022145606.1:46213617-46216079, Sp-Hypp_1105|SPU_024108|hypothetical protein-1105 Manually curated
NW-022145606.1:46176516-46213772,LOC115918894,uncharacterized LOC115918894,33689,19891,59.04301107186322,NW_022145606.1:46162718-46196407, Sp-Serrp5|SPU_016032|Bromodomain containing protein Manually curated
