"Summary of tests for positive selection at the 6,520 single-copy orthologs. Also included are measures of codon bias (ENC and Nc') and GC content.  ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Official Gene ID,Common_name,Synonyms,Best Genbank Hit,Total No. of Codons,No. of Codons Analyzed,Model M0 dN,Model M0 dS,Model M0 dN/dS,Model M0 kappa,p1M8,Model M0 lnL,Model M7 lnL,Model M8 lnL,M8 vs. M7 LRT Score,Empirical P-value,Empirical Q-value,Empirical Lfdr,Effective No. of Codons (ENC),Novembre's Nc',GC Content,3rd position GC Content,Intron GC Content,Flanking Region GC Content
SPU_008767,Sp-Jmjd5,jumonji domain containing 5,AAH27911.1,217,104,0.1312,0.1401,0.9364,4.26054,0.17695,-640.785,-634.727,-628.116,13.224,0.00035233,0.0034364,0.0263961,49.12,48.2938,0.482,0.548,0.34865,0.369
SPU_027710,Sp-Idh3a,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial precursor (Isocitric dehydrogenase) (NAD(+)-specific ICDH)",68565610,353,235,0.0248,0.2811,0.08806,6.13405,0.00477,-1310.84,-1305.46,-1298.86,13.2122,0.00035233,0.0034364,0.0263961,53.53,53.9379,0.465,0.421,0.33715,0.328
SPU_022447,Sp-Slc4a1ap,"solute carrier family 4 (anion exchanger), member 1, adaptor protein",NP_060628,753,564,0.0557,0.3361,0.16581,1.40208,0.00184,-3424.14,-3407.32,-3400.71,13.2049,0.00035233,0.0034364,0.0263961,52.36,56.2574,0.442,0.376,0.311765,0.3825
SPU_030138,Sp-TfpiL,Sp-Tissue factor pathway inhibitor-like,none,203,152,0.1691,0.2437,0.69407,2.84524,0.01709,-1127.45,-1120.47,-1113.87,13.201,0.00035233,0.0034364,0.0263961,61,54.1992,0.496,0.518,0.353955,0.3625
SPU_013747,Sp-C1orf59L,human chromosome 1 open reading frame 59-like; methyltransferase (bacterial)-like,XP_001144373.1,618,196,0.139,0.4553,0.30533,1.79312,0.00588,-1469.15,-1462.76,-1456.16,13.19,0.00035233,0.0034364,0.0263961,53.08,53.7069,0.467,0.431,0.351648,0.388806
SPU_015893,Sp- Scnn1aL_1,"amiloride-sensitive epithelial sodium channel alpha subunit-like-1; sodium channel, nonvoltage-gated 1 alpha-like-1",NP_001035557.1,454,379,0.0926,0.2492,0.37164,2.49228,0.01507,-2437.06,-2417.78,-2411.2,13.1699,0.00035233,0.0034364,0.0263961,58.47,52.1487,0.474,0.528,0.370034,0.3725
SPU_026547,Sp-AnL10b,"astacin, tolloid-like, BMP1",NP999767,579,327,0.1478,0.3741,0.39506,2.0565,0.09354,-2422.09,-2399.12,-2392.54,13.1604,0.00035233,0.0034364,0.0263961,60.61,55.75,0.478,0.511,0.366399,0.324338
SPU_004507,Sp-Hypp_418,hypothetical protein-418; cell adhesion molecule-like,none,629,537,0.1458,0.277,0.52618,2.49848,0.11652,-3897.93,-3874.11,-3867.55,13.1252,0.00035233,0.0034364,0.0263961,58.88,57.8526,0.475,0.435,0.352513,0.373
SPU_020376,Sp-PrpLr,none,NP_001003108,448,414,0.0598,0.4551,0.13134,1.92364,0.01393,-2815.31,-2783.15,-2776.61,13.0728,0.00035233,0.0034364,0.0263961,58.05,55.6927,0.497,0.54,NULL,0.3625
SPU_011763,Sp-Hs3st4L,heparan sulfate (glucosamine) 3-O-sulfotransferase 4-like,AAI57118.1,391,312,0.0683,0.2829,0.24123,3.51291,0.04475,-1961.43,-1939.99,-1933.47,13.0393,0.00035233,0.0034364,0.0263961,57.35,54.2447,0.456,0.492,NULL,0.3605
SPU_003973,Sp-Kcnk5_2,"potassium channel, subfamily K, member 5-2",NP_003731.1,267,234,0.2198,0.3013,0.72944,2.85624,0.02389,-1873.58,-1862.6,-1856.09,13.0291,0.00035233,0.0034364,0.0263961,52.57,50.1304,0.449,0.471,0.311198,0.3685
SPU_018123,Sp-Trit1l,tRNA isopentenyltransferase 1,NP_060116 ,527,294,0.0695,0.2348,0.29587,2.18248,0.02978,-1769.55,-1756.54,-1750.04,13.0064,0.00035233,0.0034364,0.0263961,53.31,53.6694,0.462,0.46,0.355742,0.331795
SPU_001674,Sp-Htr7L,5-hydroxytryptamine (serotonin) receptor 7-like,NP_032341.2,406,299,0.1305,0.2952,0.44207,2.41705,0.00824,-2127.69,-2115.77,-2109.27,12.9988,0.00035233,0.0034364,0.0263961,55.88,54.567,0.47,0.51,NULL,0.393836
SPU_022675,Sp-Gpatch4,G patch domain containing 4,BAF85715.1,454,195,0.1992,0.3708,0.53725,1.9295,0.03722,-1537.61,-1522.31,-1515.83,12.9532,0.00035233,0.0034364,0.0263961,49.13,52.2493,0.422,0.4,0.36826,0.354
SPU_020069,Sp-Mrck,"myotonic dystrophy-related cdc42-binding kinase, serine-threonine protein kinase related to myotonic dystrophy kinase, cdc42-binding protein kinase alpha",XP_781887.1,1780,1241,0.0293,0.2286,0.1283,1.60234,0.0361,-6724,-6673.37,-6666.91,12.9334,0.00035233,0.0034364,0.0263961,55.55,50.7892,0.488,0.52,0.358508,0.3945
SPU_012783,Sp-Cubn-4,cubilin (intrinsic factor-cobalamin receptor)-4,ABV24853.1,668,483,0.0695,0.2716,0.25596,2.29689,0.04953,-2992.65,-2959.06,-2952.6,12.9303,0.00035233,0.0034364,0.0263961,56.13,53.7743,0.468,0.419,0.362636,0.3325
SPU_005617,Sp-Slc16a1L,"solute carrier family 16 (monocarboxylic acid transporters), member 1-like",CAQ14255.1,542,471,0.157,0.3362,0.46707,2.96349,0.06335,-3607.05,-3595,-3588.55,12.9072,0.00035233,0.0034364,0.0263961,58.95,54.849,0.495,0.512,0.363229,0.389
SPU_011040,Sp-Hypp_1955,hypothetical protein-1955,EDW02918.1,580,273,0.1506,0.1504,1.00157,2.44781,0.35072,-1792.88,-1786.88,-1780.44,12.8864,0.00035233,0.0034364,0.0263961,49.16,51.0065,0.437,0.382,0.373698,0.388435
SPU_011661,Sp-Mysm1L,"Myb-like, SWIRM and MPN domains 1-like",BAG54377.1,836,380,0.1714,0.2748,0.6237,2.09651,0.12377,-2805.24,-2781.09,-2774.66,12.8717,0.00035233,0.0034364,0.0263961,49.06,54.259,0.416,0.355,0.357466,0.394359
SPU_007231,Sp-Ttrspn_3,none,NP_001771,298,175,0.0883,0.3716,0.23764,1.42828,0.07036,-1179.66,-1152.63,-1146.21,12.839,0.00035233,0.0034364,0.0263961,56.43,54.3875,0.428,0.426,0.332952,0.327152
SPU_014935,Sp-Cpa2L_3,"carboxypeptidase A2 (pancreatic), zinc carboxypeptidase",AAP36351,402,323,0.1678,0.389,0.43139,3.59027,0.08114,-2505.36,-2475.89,-2469.47,12.8256,0.00035233,0.0034364,0.0263961,59.15,52.9239,0.498,0.536,0.348301,0.415924
SPU_017572,Sp-Xpg_1,"Ercc5, DNA excision repair protein ERCC-5 ",none,1102,494,0.0852,0.2977,0.28605,2.49626,0.0146,-3182.47,-3169.07,-3162.66,12.8193,0.00035233,0.0034364,0.0263961,50.19,52.8023,0.443,0.404,0.346746,0.3715
SPU_014194,Sp-Hypp_741,hypothetical protein-741,none,634,408,0.0925,0.3937,0.23495,2.38287,0.02073,-2845.36,-2829.24,-2822.87,12.7335,0.00035233,0.0034364,0.0263961,57.6,55.0966,0.502,0.486,NULL,0.3395
SPU_003310,Sp-Mpp6,"membrane protein, palmitoylated 6 (or 2 or 3) (MAGUK p55 subfamily, member 6)",NP_064323.1,413,289,0.0339,0.1758,0.1926,1.86912,0.00761,-1550.46,-1541.35,-1534.99,12.723,0.00035233,0.0034364,0.0263961,52.54,55.0707,0.447,0.439,0.342305,0.3815
SPU_000974,Sp-Crn1Aph,none,11463876,488,434,0.1362,0.5155,0.26426,1.54605,0.02294,-3338.23,-3291.94,-3285.58,12.708,0.00035233,0.0034364,0.0263961,55.26,49.3121,0.508,0.564,0.362867,0.366667
SPU_002270,Sp-Trpc6,Short transient receptor potential channel 6 (TrpC6),6686048,843,760,0.135,0.3524,0.383,1.83024,0.08704,-5519.68,-5454.88,-5448.55,12.6502,0.00035233,0.0034364,0.0263961,55.09,48.2036,0.467,0.552,0.351799,0.365
SPU_023481,Sp-Kiaa0399L,"KIAA0399 protein-like; zinc finger, ZZ-type with EF-hand domain 1",AAI51837.1,526,369,0.0245,0.1178,0.20802,1.46791,0.01281,-1825.1,-1814.77,-1808.45,12.6324,0.00035233,0.0034364,0.0263961,53.28,47.7872,0.532,0.592,0.366417,0.3745
SPU_012235,Sp-Rg9mtd2,RNA (guanine-9-) methyltransferase domain containing 2,AAH28373.1,394,250,0.1554,0.2585,0.60118,4.05201,0.15456,-1767.89,-1754.41,-1748.1,12.6066,0.00035233,0.0034364,0.0263961,47.89,48.1458,0.442,0.499,0.342522,0.3345
SPU_024907,Sp-Slsp_22,subtilisin-like serine protease (bacterial)-22; thermophilic protease [Thermus sp. KI-P1]-like; serine protease,EEJ89811.1,314,267,0.1796,0.4653,0.38598,1.5455,0.02259,-2167.13,-2132.59,-2126.29,12.6051,0.00035233,0.0034364,0.0263961,56.17,48.5893,0.519,0.544,0.346296,0.323077
SPU_012486,Sp-Hypp_2035,hypothetical protein-2035,NP_001127871.1,320,247,0.0953,0.1856,0.51344,3.60486,0.13758,-1510.69,-1496.98,-1490.69,12.5925,0.00035233,0.0034364,0.0263961,58.16,56.4615,0.502,0.436,0.369144,0.366
SPU_019972,Sp-NmbrL_5,neuromedin B receptor-like-5,NP_032729.1,380,310,0.1403,0.2924,0.4798,2.31039,0.05229,-2220.81,-2206.39,-2200.11,12.5729,0.00035233,0.0034364,0.0263961,59.95,57.4514,0.442,0.482,NULL,0.362765
SPU_023253,Sp-Htr6L_1,5-hydroxytryptamine (serotonin) receptor 6-like-1,AAH74995.1,361,143,0.0943,0.4994,0.18877,1.75659,0.02725,-1041.23,-1027.07,-1020.78,12.5663,0.00035233,0.0034364,0.0263961,60.35,54.6764,0.503,0.585,NULL,0.368342
SPU_030228,Sp-Axndhc7h,"DNAH7, DHC7A, axonemal dynein",NP_061720,3982,3029,0.0188,0.2852,0.0658,2.16905,0.05775,-16554.2,-16482.9,-16476.6,12.5606,0.00035233,0.0034364,0.0263961,50.65,44.2798,0.492,0.571,0.344757,0.345114
SPU_024544,Sp-Hypp_1116,hypothetical protein-1116; ankyrin repeat domain protein,EAX92268.1,672,406,0.0812,0.5232,0.15516,1.8216,0.02506,-2897.49,-2873.64,-2867.37,12.5506,0.00035233,0.0034364,0.0263961,54.61,53.0073,0.461,0.426,0.343871,0.3395
SPU_026092,Sp-Egf/Ig/Lnb/7Tm/Gpcr,none,none,1720,1232,0.0756,0.3093,0.24459,2.97792,0.0668,-8008.57,-7955.23,-7948.96,12.5242,0.00035233,0.0034364,0.0263961,58.17,51.9259,0.5,0.514,0.345294,0.32403
SPU_004501,Sp-Fn3/Igf_28,none,AAX35539.1,915,643,0.2266,0.4274,0.53033,2.4621,0.07386,-5562.46,-5512.34,-5506.08,12.5188,0.00035233,0.0034364,0.0263961,59.53,59.246,0.482,0.448,0.353257,0.341
SPU_015626,Sp-Adrb2L_9,"adrenergic receptor, beta 2-like-9",CAA33664.1,453,392,0.1553,0.4084,0.38026,2.14529,0.00808,-3065.63,-3034.21,-3027.95,12.5092,0.00035233,0.0034364,0.0263961,57.27,51.5233,0.467,0.514,NULL,0.325419
SPU_007071,Sp-Ccdc65,coiled-coil domain containing 65,NP_705738.1,501,194,0.007,0.3139,0.02229,2.54204,0.00529,-1019.7,-1014.93,-1008.68,12.5004,0.00035233,0.0034364,0.0263961,54.23,45.6886,0.485,0.621,0.334359,0.3305
SPU_016903,Sp-Cxxc1,CXXC finger 1 (PHD domain),EDL09538.1,616,484,0.0371,0.3409,0.10886,1.21897,0.00213,-2750.23,-2735.65,-2729.41,12.4777,0.00035233,0.0034364,0.0263961,52.34,51.564,0.446,0.496,0.337846,0.387212
SPU_009607,Sp-Oit3L,oncoprotein induced transcript 3-like,BAE31996.1,429,229,0.2188,0.2029,1.07815,1.65768,0.29359,-1735.11,-1730.82,-1724.58,12.4751,0.00035233,0.0034364,0.0263961,59.28,58.3831,0.474,0.473,0.375232,0.394845
SPU_022203,Sp-Slc10a2L_3,"solute carrier family 10, member 2-like-3",NP_058918.1,451,367,0.163,0.2581,0.6314,3.11791,0.18407,-2623.22,-2604.98,-2598.75,12.4688,0.00035233,0.0034364,0.0263961,53.01,44.9933,0.524,0.664,0.387005,0.3485
SPU_013140,Sp-Ron,"c-met, c-sea, ron, msp receptor",BAA13459.1,1332,1076,0.0822,0.3063,0.26849,2.8413,0.07016,-7020.82,-6964.65,-6958.42,12.4551,0.00035233,0.0034364,0.0263961,55.89,51.0036,0.484,0.515,0.340731,0.3605
SPU_010110,Sp-Hypp_3064,hypothetical protein-3064,none,1322,881,0.1143,0.1693,0.67539,2.16504,0.12066,-5598.14,-5584.64,-5578.41,12.4517,0.00035233,0.0034364,0.0263961,48.66,55.2557,0.418,0.347,0.333221,0.374551
SPU_013549,Sp-CpaL,"carboxypeptidase A2 (pancreatic), zinc carboxypeptidase",AAP36351,368,216,0.041,0.239,0.17151,1.70572,0.05446,-1216.39,-1199.47,-1193.28,12.3886,0.00035233,0.0034364,0.0263961,61,51.989,0.511,0.556,0.37639,0.33
SPU_017639,Sp-Fmo,flavin-containing monooxygenase FMO-1,15290740,430,385,0.096,0.3143,0.30532,1.91463,0.00267,-2598.75,-2581.2,-2575.01,12.3868,0.00035233,0.0034364,0.0263961,55.51,53.5689,0.453,0.451,0.370879,0.3325
SPU_019570,Sp-Ttll3,"tubulin tyrosine ligase-like family, member 3",CAM84323.1,1161,934,0.0697,0.3525,0.19764,2.84331,0.05345,-6105.77,-6057.89,-6051.7,12.371,0.00035233,0.0034364,0.0263961,55.93,53.7488,0.467,0.451,0.334099,0.333
SPU_018975,Sp-St6galnac5_2,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (GalNAc alpha-2,6-sialyltransferase V) (ST6GalNAc V) (GD1 alpha synthase) (Sialyltransferase 7E)",21759442,409,312,0.0572,0.5498,0.10409,1.52439,0.01425,-2062.62,-2053.65,-2047.47,12.3697,0.00035233,0.0034364,0.0263961,53.92,41.9801,0.516,0.636,0.354328,0.3305
SPU_018091,Sp-Htrla,5-hydroxytryptamine (serotonin) receptor 1A,NP_032334.2,454,369,0.1126,0.59,0.19078,1.74977,0.01649,-2846.45,-2806.26,-2800.09,12.3456,0.00035233,0.0034364,0.0263961,59.99,56.158,0.472,0.505,0.363748,0.337
SPU_015210,Sp-Cadherin,none,none,647,350,0.053,0.4261,0.12428,2.2542,0.00288,-2220.69,-2200.23,-2194.06,12.3354,0.00035233,0.0034364,0.0263961,54.01,48.7671,0.515,0.591,0.354256,0.383077
SPU_016181,Sp-Lrp4-3,low density lipoprotein receptor-related protein 4-3,NP_002325.2,1289,1052,0.0508,0.2195,0.23154,2.08908,0.02434,-6052.59,-6030.6,-6024.45,12.3155,0.00035233,0.0034364,0.0263961,58.01,52.8407,0.5,0.504,0.342547,0.3805
SPU_016785,Sp-Trdn,TRDN, AAH83371. ,1177,545,0.1414,0.2712,0.52152,2.3228,0.04807,-3798.64,-3777.05,-3770.91,12.2775,0.00035233,0.0034364,0.0263961,54.32,57.3732,0.452,0.379,0.336672,0.3525
SPU_003910,Sp-Polrmt,polymerase (RNA) mitochondrial (DNA directed); mitochondrial DNA-directed RNA polymerase,AAC06147.1,773,364,0.1235,0.4346,0.28428,2.33261,0.03533,-2698.87,-2685.76,-2679.63,12.2617,0.00035233,0.0034364,0.0263961,55.66,54.9657,0.455,0.461,0.349835,0.356
SPU_000376,Sp-Lrrc7,leucine rich repeat containing 7,NP_001074827.1,1636,174,0.0621,0.3231,0.19229,2.0302,0.00582,-1101.92,-1094.17,-1088.06,12.2167,0.00035233,0.0034364,0.0263961,54.18,53.9596,0.483,0.445,0.360798,0.358004
SPU_003540,Sp-Prom1,prominin 1,XP_545934.2,629,571,0.0688,0.1802,0.38176,2.23374,0.0683,-3337.99,-3316.12,-3310.01,12.2121,0.00035233,0.0034364,0.0263961,51.99,55.3789,0.412,0.382,0.344972,0.34
SPU_013822,Sp-Msp130r1,none,XP_785654,655,528,0.1018,0.3698,0.27538,1.7814,0.02164,-3653.19,-3612.02,-3605.92,12.2041,0.00035233,0.0034364,0.0263961,57.88,53.9838,0.498,0.524,0.367133,0.389
SPU_011641,Sp-Ef2k,elongation factor 2 kinase,AAH32665,683,527,0.0526,0.4082,0.1289,1.61747,0.00565,-3225.84,-3187.6,-3181.5,12.1991,0.00035233,0.0034364,0.0263961,50.69,41.977,0.527,0.648,0.352988,0.3595
SPU_012094,Sp-Hypp_2016,hypothetical protein-2016,XP_002220434.1,379,158,0.1267,0.401,0.31595,1.79158,0.01079,-1135.88,-1123.74,-1117.66,12.1763,0.000440412,0.0041601,0.0263961,51.96,51.2877,0.502,0.49,0.333621,0.382564
SPU_007588,Sp-Ttyh2,tweety homolog 2 (Drosophila),EDL34440.1,561,459,0.0717,0.4202,0.17066,1.8455,0.01202,-3098.79,-3080.29,-3074.21,12.158,0.000440412,0.0041601,0.0263961,54.68,54.6057,0.449,0.437,0.341163,0.371585
SPU_022372,Sp-Jmjd1b,jumonji domain containing 1B; JmjC domain-containing histone demethylation protein,AAH00539.2,2424,1970,0.049,0.3183,0.15386,2.33266,0.00243,-12118,-12047.6,-12041.5,12.1574,0.000440412,0.0041601,0.0263961,56.04,52.4083,0.514,0.52,0.35967,0.384251
SPU_013935,Sp-Dynact1ph,"dynactin 1, p150-glued",6681147,1206,876,0.036,0.3469,0.10389,2.43361,0.0188,-5206.26,-5178.02,-5171.95,12.1397,0.000440412,0.0041601,0.0263961,52.14,45.2009,0.509,0.566,0.352697,0.3525
SPU_001029,Sp-Hcfc1L,host cell factor C1-like,CAM18725.1,740,588,0.0546,0.214,0.25527,2.44223,0.02749,-3422.4,-3408.18,-3402.11,12.1321,0.000440412,0.0041601,0.0263961,52.04,48.0369,0.543,0.527,0.348596,0.347
SPU_004643,Sp-Dlg2_1,"Discs, large homolog 2, chapsyn-110",NP_001355,404,154,0.0124,0.3737,0.03319,1.81281,0.00799,-854.042,-847.554,-841.489,12.1292,0.000440412,0.0041601,0.0263961,51.29,42.5038,0.489,0.585,0.338156,0.3775
SPU_000195,Sp-Dysf,dysferlin (various isoforms),NP_001095960.1,740,516,0.0875,0.4332,0.20202,1.99515,0.00468,-3622.21,-3601.06,-3595,12.1233,0.000440412,0.0041601,0.0263961,58.83,52.9676,0.493,0.53,0.356635,0.371941
SPU_022957,Sp-Rps5,ribosomal protein S5 ,NP_001000,275,226,0.0391,0.2667,0.1467,2.78044,0.05196,-1270.12,-1248.55,-1242.5,12.1034,0.000440412,0.0041601,0.0263961,49.57,42.4945,0.531,0.616,0.356078,0.368
SPU_017715,Sp-Tmem33,transmembrane protein 33,EDL37779.1,245,168,0.0457,0.2966,0.15401,2.40272,0.03565,-994.016,-976.966,-970.93,12.0707,0.000440412,0.0041601,0.0263961,53.68,45.8227,0.472,0.558,0.356502,0.3575
SPU_006968,Sp-Ars_2,Arylsulfatase precursor (AS) (Aryl-sulfate sulphohydrolase) (ARS),114228,502,281,0.0698,0.3062,0.22779,1.66848,0.01385,-1715.3,-1701.11,-1695.08,12.0591,0.000440412,0.0041601,0.0263961,49.66,42.7155,0.537,0.616,0.387048,0.341
SPU_018616,Sp-Txndc11,thioredoxin domain containing 11,EDK97339.1,864,673,0.0771,0.3267,0.23594,2.18241,0.05598,-4425.5,-4389.3,-4383.28,12.0402,0.000528495,0.00483957,0.0263961,54.67,49.8258,0.498,0.556,0.358392,0.359401
SPU_000257,Sp-Rab3fap1,RAB3 GTPase-activating protein,NP_036365.1,1051,770,0.0216,0.3465,0.06229,1.44347,0.00618,-4390.3,-4367.58,-4361.56,12.0263,0.000528495,0.00483957,0.0263961,54.32,54.0039,0.486,0.433,0.348353,0.3915
SPU_021987,Sp-Srcr172,none,none,769,416,0.0913,0.1611,0.56652,3.68365,0.09162,-2486.59,-2476.42,-2470.41,12.0196,0.000528495,0.00483957,0.0263961,53.8,59.2255,0.438,0.328,0.362769,0.3645
SPU_007538,Sp-Cd38,"ADP RIBOSYL CYCLASE, cyclic ADP-ribose hydrolase",NP_001003143,298,244,0.153,0.3782,0.40461,2.17213,0.01918,-1862.25,-1846.78,-1840.78,12.0028,0.000528495,0.00483957,0.0263961,59.34,53.7766,0.516,0.505,0.340433,0.321
SPU_014247,Sp-Egl9h2,EGL nine (C.elegans) homolog 2; estrogen-induced tag 6,NP_444274.1,477,438,0.0711,0.3755,0.18932,1.97969,0.02287,-2897.76,-2876.29,-2870.29,11.9959,0.000528495,0.00483957,0.0263961,55.41,55.0197,0.454,0.414,0.329234,0.3815
SPU_017462,Sp-Got1,"aspartate aminotransferase 1; glutamic-oxaloacetic transaminase 1, soluble",NP_002070.1,638,470,0.0775,0.2707,0.28625,2.39534,0.00638,-2985.23,-2964.28,-2958.29,11.9787,0.000528495,0.00483957,0.0263961,55.84,53.7613,0.475,0.457,0.366062,0.3285
SPU_020563,Sp-Z395,none,NP_001008549,901,698,0.0568,0.4562,0.1246,1.85843,0.01291,-4534.29,-4499.1,-4493.12,11.9706,0.000528495,0.00483957,0.0263961,56.57,52.5037,0.499,0.578,0.382873,0.400513
SPU_018035,Sp-Syt9,synaptotagmin 9,NP_783860,495,448,0.0133,0.3171,0.04201,1.2226,0.02355,-2421.33,-2407.34,-2401.36,11.9552,0.000528495,0.00483957,0.0263961,57.94,47.5957,0.51,0.604,0.370676,0.37
SPU_027224,Sp-Slc5a9_7,"solute carrier family 5 (sodium/glucose cotransporter), member 9 ",31559940,554,443,0.0767,0.4049,0.18935,2.49908,0.0784,-2988.85,-2942.19,-2936.22,11.9355,0.000528495,0.00483957,0.0263961,51.71,45.1368,0.522,0.601,0.36945,0.3605
SPU_010092,Sp-Hypp_1898,hypothetical protein-1898,XP_002205571.1,583,220,0.1783,0.3053,0.58421,2.54168,0.04415,-1703.59,-1691.59,-1685.62,11.9349,0.000528495,0.00483957,0.0263961,54.55,55.22,0.468,0.459,NULL,0.401
SPU_009125,Sp-Tmub2,transmembrane and ubiquitin-like domain containing 2,NP_001070142.1,421,373,0.066,0.2786,0.23692,2.63702,0.00754,-2296.41,-2291.44,-2285.47,11.9327,0.000528495,0.00483957,0.0263961,50.92,56.9247,0.444,0.341,0.263636,0.342
SPU_000712,Sp-Hypp_1283,hypothetical protein-1283,XP_72967.1,450,306,0.0813,0.3195,0.25432,1.18505,0.05532,-1822.89,-1802.55,-1796.6,11.8941,0.000528495,0.00483957,0.0263961,48.31,46.6351,0.47,0.6,0.382566,0.4005
SPU_000572,Sp-Creld1,cysteine-rich with EGF-like domains 1,AAH10804.1,436,225,0.0808,0.3196,0.25289,1.68133,0.024,-1432.17,-1416.12,-1410.17,11.8917,0.000528495,0.00483957,0.0263961,54.51,57.2465,0.443,0.39,0.324683,0.3615
SPU_012847,Sp-Hypp_81,hypothetical protein-81,none,1088,353,0.2183,0.2108,1.03571,2.61668,0.13542,-2701.35,-2696.03,-2690.1,11.861,0.000528495,0.00483957,0.0263961,44.46,50.3951,0.416,0.322,0.353938,0.346
SPU_017262,Sp-Hypp_869,hypothetical protein-869; protein phosphatase 1-like,EDO40442.1,881,458,0.042,0.3889,0.10811,1.46581,0.0024,-2790.81,-2775.35,-2769.43,11.842,0.000528495,0.00483957,0.0263961,52.14,53.128,0.465,0.393,0.331924,0.3675
SPU_022066,Sp-Shmt2_1,"Serine hydroxymethyltransferase, mitochondrial precursor (Serine methylase) (Glycine hydroxymethyltransferase) (SHMT) ",6226865,518,402,0.0285,0.4224,0.06744,1.92313,0.01135,-2478.38,-2464.03,-2458.11,11.8382,0.000528495,0.00483957,0.0263961,53.04,54.3649,0.473,0.43,0.335697,0.3585
SPU_002639,Sp-Znf839L,zinc finger protein 839-like; human chromosome 14 open reading frame 131-like,EAW81784.1,1170,538,0.0653,0.2586,0.25235,3.04587,0.0042,-3311.64,-3300.23,-3294.31,11.825,0.000528495,0.00483957,0.0263961,53.75,54.5339,0.493,0.434,0.308922,0.359528
SPU_028177,Sp-Ccdc76_1,coiled-coil domain containing 76-1,EDL12377.1,493,285,0.1574,0.3005,0.52377,2.91133,0.09048,-2107.19,-2094.77,-2088.86,11.8215,0.000528495,0.00483957,0.0263961,55.24,55.6373,0.471,0.426,0.36679,0.331
SPU_006307,Sp-Arsi,arylsulfatase I,EDL09797.1,516,299,0.0523,0.4312,0.12124,1.84311,0.01805,-1935.96,-1916.42,-1910.51,11.8214,0.000528495,0.00483957,0.0263961,52.52,49.0305,0.49,0.53,0.36402,0.358
SPU_002332,Sp-C9orf97L,human chromosome 9 open reading frame 97-like,EAW58848.1,519,308,0.0996,0.2821,0.35289,2.50597,0.02545,-2021.86,-2003.98,-1998.07,11.82,0.000528495,0.00483957,0.0263961,51.84,49.6622,0.47,0.482,0.347989,0.3345
SPU_007304,Sp-Lrch4,leucine-rich repeats and calponin homology (CH) domain containing 4,AAC78793.1,527,397,0.1044,0.3582,0.29147,1.84939,0.00897,-2741.35,-2724.23,-2718.32,11.8137,0.000528495,0.00483957,0.0263961,50.67,50.8861,0.471,0.415,NULL,0.373
SPU_003044,Sp-Iqsec1,IQ motif and Sec7 domain 1,NP_001127854.1,485,283,0.0188,0.4592,0.0409,2.60829,0.0097,-1677.64,-1665.38,-1659.48,11.7984,0.000616577,0.00547875,0.0263961,52.32,45.341,0.491,0.599,0.34481,0.364
SPU_010285,Sp-Tprjmjc,none, AAH53433,1382,1082,0.0164,0.2717,0.06027,2.96719,0.00676,-5859.1,-5834.89,-5829.01,11.7588,0.000616577,0.00547875,0.0263961,52.75,46.0641,0.541,0.635,0.35755,0.362087
SPU_028504,Sp-Atp7a_1,"ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)",57209396,1173,990,0.0632,0.2774,0.22777,2.34403,0.03138,-6125.72,-6076.02,-6070.14,11.7424,0.000616577,0.00547875,0.0263961,54.72,49.9905,0.478,0.483,0.333446,0.3175
SPU_015408,Sp-Hypp_3054,hypothetical protein-3054,none,1143,944,0.0529,0.2166,0.24439,1.91533,0.01614,-5430.92,-5399.91,-5394.04,11.733,0.00070466,0.00608112,0.0263961,57.23,52.8693,0.499,0.516,0.364386,0.385
SPU_015213,Sp-Mlh1,mutl protein homolog 1,none,777,469,0.06,0.3262,0.18395,2.65408,0.00875,-2971.85,-2944.29,-2938.43,11.7139,0.00070466,0.00608112,0.0263961,57.12,55.74,0.468,0.47,0.368717,0.348
SPU_012291,Sp-Wd/sof1,WD repeats and SOF1 domain containing,NP_056235,446,303,0.0212,0.4974,0.04263,1.57809,0.01531,-1808.66,-1793.41,-1787.55,11.7122,0.00070466,0.00608112,0.0263961,53.97,48.838,0.474,0.56,0.339491,0.3835
SPU_016689,Sp-Seawi,seawi,AAG42534,351,277,0.088,0.4541,0.1938,1.92765,0.00405,-1891.43,-1867.39,-1861.54,11.6884,0.00070466,0.00608112,0.0263961,52.96,48.8524,0.509,0.542,0.363264,0.372937
SPU_025538,Sp-Hypp_1153,hypothetical protein-1153; kinesin-like,CAM37580.1,951,689,0.0483,0.3192,0.15125,1.82415,0.01558,-4103.48,-4085.31,-4079.47,11.6849,0.00070466,0.00608112,0.0263961,56.24,52.8642,0.505,0.557,0.381624,0.4
SPU_002587,Sp-Ef1bg,translation elongation factor 1B gamma,AJ973179,425,376,0.1145,0.5714,0.20033,1.31706,0.08008,-2801.34,-2744.88,-2739.04,11.671,0.00070466,0.00608112,0.0263961,50.25,41.835,0.499,0.618,0.35344,0.352
